,TL,TM,TR,ML,MM,MR,BL,BM,BR,class
483,-1,0,0,0,0,-1,1,1,1,
484,0,1,1,-1,1,-1,1,-1,0,
485,0,1,1,-1,1,-1,1,0,-1,
486,0,1,1,-1,1,-1,-1,1,0,
487,0,1,1,-1,1,-1,0,1,-1,
488,0,1,1,-1,1,0,1,-1,-1,
489,0,1,1,-1,1,0,-1,1,-1,
490,0,1,1,-1,-1,1,-1,0,1,
491,0,1,1,-1,-1,1,0,-1,1,
492,0,1,1,-1,0,1,-1,-1,1,
493,0,1,1,0,1,-1,1,-1,-1,
494,0,1,1,0,1,-1,-1,1,-1,
495,0,1,1,0,-1,1,-1,-1,1,
496,0,1,-1,1,1,1,-1,-1,0,
497,0,1,-1,1,1,1,-1,0,-1,
498,0,1,-1,1,1,1,0,-1,-1,
499,0,1,-1,1,1,-1,-1,1,0,
500,0,1,-1,1,1,0,-1,1,-1,
501,0,1,-1,-1,1,1,-1,1,0,
502,0,1,-1,-1,1,1,0,1,-1,
503,0,1,-1,-1,1,-1,1,1,0,
504,0,1,-1,-1,1,-1,0,1,1,
505,0,1,-1,-1,1,0,1,1,-1,
506,0,1,-1,-1,1,0,-1,1,1,
507,0,1,-1,-1,1,0,0,1,0,
508,0,1,-1,-1,-1,0,1,1,1,
509,0,1,-1,-1,0,-1,1,1,1,
510,0,1,-1,0,1,1,-1,1,-1,
511,0,1,-1,0,1,-1,-1,1,1,
512,0,1,-1,0,1,-1,0,1,0,
513,0,1,-1,0,1,0,-1,1,0,
514,0,1,-1,0,1,0,0,1,-1,
515,0,1,-1,0,-1,-1,1,1,1,
516,0,1,0,1,1,-1,-1,1,-1,
517,0,1,0,-1,1,1,-1,1,-1,
518,0,1,0,-1,1,-1,1,1,-1,
519,0,1,0,-1,1,-1,-1,1,1,
520,0,1,0,-1,1,-1,0,1,0,
521,0,1,0,-1,1,0,-1,1,0,
522,0,1,0,-1,1,0,0,1,-1,
523,0,1,0,0,1,-1,-1,1,0,
524,0,1,0,0,1,-1,0,1,-1,
525,0,1,0,0,1,0,-1,1,-1,
526,0,-1,1,1,1,1,-1,-1,0,
527,0,-1,1,1,1,1,-1,0,-1,
528,0,-1,1,1,1,1,0,-1,-1,
529,0,-1,1,1,1,-1,1,-1,0,
530,0,-1,1,1,1,-1,1,0,-1,
531,0,-1,1,1,1,0,1,-1,-1,
532,0,-1,1,1,-1,1,-1,0,1,
533,0,-1,1,1,0,1,-1,-1,1,
534,0,-1,1,-1,1,1,1,-1,0,
535,0,-1,1,-1,1,1,1,0,-1,
536,0,-1,1,-1,1,1,-1,0,1,
537,0,-1,1,-1,1,1,0,-1,1,
538,0,-1,1,-1,1,-1,1,1,0,
539,0,-1,1,-1,1,-1,1,0,1,
540,0,-1,1,-1,1,0,1,1,-1,
541,0,-1,1,-1,1,0,1,-1,1,
542,0,-1,1,-1,1,0,1,0,0,
543,0,-1,1,-1,-1,1,1,0,1,
544,0,-1,1,-1,-1,1,0,1,1,
545,0,-1,1,-1,-1,0,1,1,1,
546,0,-1,1,-1,0,1,1,-1,1,
547,0,-1,1,-1,0,1,-1,1,1,
548,0,-1,1,-1,0,1,0,0,1,
549,0,-1,1,-1,0,-1,1,1,1,
550,0,-1,1,0,1,1,1,-1,-1,
551,0,-1,1,0,1,1,-1,-1,1,
552,0,-1,1,0,1,-1,1,1,-1,
553,0,-1,1,0,1,-1,1,-1,1,
554,0,-1,1,0,1,-1,1,0,0,
555,0,-1,1,0,1,0,1,-1,0,
556,0,-1,1,0,1,0,1,0,-1,
557,0,-1,1,0,-1,1,-1,1,1,
558,0,-1,1,0,-1,1,0,0,1,
559,0,-1,1,0,-1,-1,1,1,1,
560,0,-1,1,0,0,1,-1,0,1,
561,0,-1,1,0,0,1,0,-1,1,
562,0,-1,-1,1,1,1,1,-1,0,
563,0,-1,-1,1,1,1,1,0,-1,
564,0,-1,-1,1,1,1,-1,1,0,
565,0,-1,-1,1,1,1,-1,0,1,
566,0,-1,-1,1,1,1,0,1,-1,
567,0,-1,-1,1,1,1,0,-1,1,
568,0,-1,-1,1,1,1,0,0,0,
569,0,-1,-1,1,-1,0,1,1,1,
570,0,-1,-1,1,0,-1,1,1,1,
571,0,-1,-1,-1,1,0,1,1,1,
572,0,-1,-1,-1,0,1,1,1,1,
573,0,-1,-1,0,1,-1,1,1,1,
574,0,-1,-1,0,-1,1,1,1,1,
575,0,-1,-1,0,0,0,1,1,1,
576,0,-1,0,1,1,1,1,-1,-1,
577,0,-1,0,1,1,1,-1,1,-1,
578,0,-1,0,1,1,1,-1,-1,1,
579,0,-1,0,1,1,1,-1,0,0,
580,0,-1,0,1,1,1,0,-1,0,
581,0,-1,0,1,1,1,0,0,-1,
582,0,-1,0,1,-1,-1,1,1,1,
583,0,-1,0,-1,1,-1,1,1,1,
584,0,-1,0,-1,-1,1,1,1,1,
585,0,-1,0,-1,0,0,1,1,1,
586,0,-1,0,0,-1,0,1,1,1,
587,0,-1,0,0,0,-1,1,1,1,
588,0,0,1,1,1,-1,1,-1,-1,
589,0,0,1,1,-1,1,-1,-1,1,
590,0,0,1,-1,1,1,1,-1,-1,
591,0,0,1,-1,1,1,-1,-1,1,
592,0,0,1,-1,1,-1,1,1,-1,
593,0,0,1,-1,1,-1,1,-1,1,
594,0,0,1,-1,1,-1,1,0,0,
595,0,0,1,-1,1,0,1,-1,0,
596,0,0,1,-1,1,0,1,0,-1,
597,0,0,1,-1,-1,1,1,-1,1,
598,0,0,1,-1,-1,1,-1,1,1,
599,0,0,1,-1,-1,1,0,0,1,
600,0,0,1,-1,0,1,-1,0,1,
601,0,0,1,-1,0,1,0,-1,1,
602,0,0,1,0,1,-1,1,-1,0,
603,0,0,1,0,1,-1,1,0,-1,
604,0,0,1,0,1,0,1,-1,-1,
605,0,0,1,0,-1,1,-1,0,1,
606,0,0,1,0,-1,1,0,-1,1,
607,0,0,1,0,0,1,-1,-1,1,
608,0,0,-1,1,1,1,1,-1,-1,
609,0,0,-1,1,1,1,-1,1,-1,
610,0,0,-1,1,1,1,-1,-1,1,
611,0,0,-1,1,1,1,-1,0,0,
612,0,0,-1,1,1,1,0,-1,0,
613,0,0,-1,1,1,1,0,0,-1,
614,0,0,-1,1,-1,-1,1,1,1,
615,0,0,-1,-1,1,-1,1,1,1,
616,0,0,-1,-1,-1,1,1,1,1,
617,0,0,-1,-1,0,0,1,1,1,
618,0,0,-1,0,-1,0,1,1,1,
619,0,0,-1,0,0,-1,1,1,1,
620,0,0,0,1,1,1,-1,-1,0,
621,0,0,0,1,1,1,-1,0,-1,
622,0,0,0,1,1,1,0,-1,-1,
623,0,0,0,-1,-1,0,1,1,1,
624,0,0,0,-1,0,-1,1,1,1,
625,0,0,0,0,-1,-1,1,1,1,
626,1,1,-1,1,1,-1,-1,0,-1,
627,1,1,-1,1,1,-1,0,-1,-1,
628,1,1,-1,1,1,0,-1,-1,-1,
629,1,1,-1,1,-1,1,-1,-1,0,
630,1,1,-1,1,-1,1,-1,0,-1,
631,1,1,-1,1,-1,-1,-1,1,0,
632,1,1,-1,1,-1,-1,-1,0,1,
633,1,1,-1,1,-1,-1,0,1,-1,
634,1,1,-1,1,-1,0,-1,1,-1,
635,1,1,-1,1,-1,0,-1,-1,1,
636,1,1,-1,1,-1,0,-1,0,0,
637,1,1,-1,1,0,1,-1,-1,-1,
638,1,1,-1,1,0,-1,-1,1,-1,
639,1,1,-1,1,0,-1,0,0,-1,
640,1,1,-1,-1,1,-1,1,0,-1,
641,1,1,-1,-1,-1,1,-1,1,0,
642,1,1,-1,-1,-1,1,-1,0,1,
643,1,1,-1,-1,-1,-1,1,1,0,
644,1,1,-1,-1,-1,-1,1,0,1,
645,1,1,-1,-1,-1,-1,0,1,1,
646,1,1,-1,-1,-1,0,-1,1,1,
647,1,1,-1,-1,0,-1,1,1,-1,
648,1,1,-1,0,1,1,-1,-1,-1,
649,1,1,-1,0,1,-1,1,-1,-1,
650,1,1,-1,0,1,-1,0,0,-1,
651,1,1,-1,0,-1,1,-1,1,-1,
652,1,1,-1,0,-1,1,-1,-1,1,
653,1,1,-1,0,-1,1,-1,0,0,
654,1,1,-1,0,-1,-1,1,1,-1,
655,1,1,-1,0,-1,-1,-1,1,1,
656,1,1,-1,0,-1,0,-1,1,0,
657,1,1,-1,0,-1,0,-1,0,1,
658,1,1,-1,0,0,-1,1,0,-1,
659,1,1,-1,0,0,-1,0,1,-1,
660,1,1,0,1,1,-1,-1,-1,-1,
661,1,1,0,1,-1,1,-1,-1,-1,
662,1,1,0,1,0,0,-1,-1,-1,
663,1,1,0,-1,1,1,-1,-1,-1,
664,1,1,0,-1,-1,-1,1,1,-1,
665,1,1,0,-1,-1,-1,1,-1,1,
666,1,1,0,-1,-1,-1,1,0,0,
667,1,1,0,-1,-1,-1,-1,1,1,
668,1,1,0,-1,-1,-1,0,1,0,
669,1,1,0,-1,-1,-1,0,0,1,
670,1,1,0,0,1,0,-1,-1,-1,
671,1,1,0,0,0,1,-1,-1,-1,
672,1,-1,1,1,1,0,-1,-1,-1,
673,1,-1,1,1,-1,1,-1,-1,0,
674,1,-1,1,1,-1,1,0,-1,-1,
675,1,-1,1,1,-1,-1,0,-1,1,
676,1,-1,1,1,-1,0,-1,-1,1,
677,1,-1,1,1,-1,0,0,-1,0,
678,1,-1,1,1,0,1,-1,-1,-1,
679,1,-1,1,-1,-1,1,1,-1,0,
680,1,-1,1,-1,-1,-1,1,1,0,
681,1,-1,1,-1,-1,-1,1,0,1,
682,1,-1,1,-1,-1,-1,0,1,1,
683,1,-1,1,-1,-1,0,1,-1,1,
684,1,-1,1,0,1,1,-1,-1,-1,
685,1,-1,1,0,-1,1,1,-1,-1,
686,1,-1,1,0,-1,1,0,-1,0,
687,1,-1,1,0,-1,-1,1,-1,1,
688,1,-1,1,0,-1,0,1,-1,0,
689,1,-1,1,0,-1,0,0,-1,1,
690,1,-1,-1,1,1,-1,0,1,-1,
691,1,-1,-1,1,-1,1,-1,1,0,
692,1,-1,-1,1,-1,1,-1,0,1,
693,1,-1,-1,1,-1,1,0,-1,1,
694,1,-1,-1,1,-1,0,-1,1,1,
695,1,-1,-1,0,1,-1,1,1,-1,
696,1,-1,-1,0,-1,1,1,-1,1,
697,1,-1,-1,0,-1,1,-1,1,1,
698,1,-1,0,1,-1,1,-1,-1,1,
699,1,-1,0,1,-1,1,0,-1,0,
700,1,-1,0,1,-1,0,0,-1,1,
701,1,-1,0,-1,-1,1,1,-1,1,
702,1,-1,0,0,-1,1,1,-1,0,
703,1,-1,0,0,-1,1,0,-1,1,
704,1,-1,0,0,-1,0,1,-1,1,
705,1,0,1,1,1,-1,-1,-1,-1,
706,1,0,1,1,-1,1,-1,-1,-1,
707,1,0,1,1,0,0,-1,-1,-1,
708,1,0,1,-1,1,1,-1,-1,-1,
709,1,0,1,-1,-1,-1,1,1,-1,
710,1,0,1,-1,-1,-1,1,-1,1,
711,1,0,1,-1,-1,-1,1,0,0,
712,1,0,1,-1,-1,-1,-1,1,1,
713,1,0,1,-1,-1,-1,0,1,0,
714,1,0,1,-1,-1,-1,0,0,1,
715,1,0,1,0,1,0,-1,-1,-1,
716,1,0,1,0,0,1,-1,-1,-1,
717,1,0,-1,1,1,-1,-1,1,-1,
718,1,0,-1,1,1,-1,0,0,-1,
719,1,0,-1,1,-1,1,-1,1,-1,
720,1,0,-1,1,-1,1,-1,-1,1,
721,1,0,-1,1,-1,1,-1,0,0,
722,1,0,-1,1,-1,-1,-1,1,1,
723,1,0,-1,1,-1,0,-1,1,0,
724,1,0,-1,1,-1,0,-1,0,1,
725,1,0,-1,1,0,-1,0,1,-1,
726,1,0,-1,-1,1,-1,1,1,-1,
727,1,0,-1,-1,-1,1,-1,1,1,
728,1,0,-1,0,1,-1,1,0,-1,
729,1,0,-1,0,1,-1,0,1,-1,
730,1,0,-1,0,-1,1,-1,1,0,
731,1,0,-1,0,-1,1,-1,0,1,
732,1,0,-1,0,-1,0,-1,1,1,
733,1,0,-1,0,0,-1,1,1,-1,
734,1,0,0,1,1,0,-1,-1,-1,
735,1,0,0,1,0,1,-1,-1,-1,
736,1,0,0,-1,-1,-1,1,1,0,
737,1,0,0,-1,-1,-1,1,0,1,
738,1,0,0,-1,-1,-1,0,1,1,
739,1,0,0,0,1,1,-1,-1,-1,
740,-1,1,1,1,1,0,-1,-1,-1,
741,-1,1,1,1,-1,1,-1,0,-1,
742,-1,1,1,1,-1,1,0,-1,-1,
743,-1,1,1,1,-1,-1,1,0,-1,
744,-1,1,1,1,-1,-1,0,1,-1,
745,-1,1,1,1,-1,0,1,-1,-1,
746,-1,1,1,1,-1,0,-1,1,-1,
747,-1,1,1,1,-1,0,0,0,-1,
748,-1,1,1,1,0,1,-1,-1,-1,
749,-1,1,1,-1,1,1,-1,-1,0,
750,-1,1,1,-1,1,1,-1,0,-1,
751,-1,1,1,-1,1,-1,-1,0,1,
752,-1,1,1,-1,1,0,-1,-1,1,
753,-1,1,1,-1,1,0,-1,0,0,
754,-1,1,1,-1,-1,1,1,0,-1,
755,-1,1,1,-1,-1,1,-1,1,0,
756,-1,1,1,-1,-1,1,0,1,-1,
757,-1,1,1,-1,-1,-1,1,1,0,
758,-1,1,1,-1,-1,-1,1,0,1,
759,-1,1,1,-1,-1,-1,0,1,1,
760,-1,1,1,-1,-1,0,1,1,-1,
761,-1,1,1,-1,-1,0,-1,1,1,
762,-1,1,1,-1,0,1,-1,1,-1,
763,-1,1,1,-1,0,1,-1,0,0,
764,-1,1,1,-1,0,-1,-1,1,1,
765,-1,1,1,-1,0,0,-1,1,0,
766,-1,1,1,-1,0,0,-1,0,1,
767,-1,1,1,0,1,1,-1,-1,-1,
768,-1,1,1,0,-1,1,1,-1,-1,
769,-1,1,1,0,-1,1,-1,1,-1,
770,-1,1,1,0,-1,1,0,0,-1,
771,-1,1,1,0,-1,-1,1,1,-1,
772,-1,1,1,0,-1,0,1,0,-1,
773,-1,1,1,0,-1,0,0,1,-1,
774,-1,1,-1,1,1,-1,1,0,-1,
775,-1,1,-1,1,-1,1,1,0,-1,
776,-1,1,-1,1,-1,1,-1,1,0,
777,-1,1,-1,1,-1,1,-1,0,1,
778,-1,1,-1,1,-1,1,0,1,-1,
779,-1,1,-1,1,-1,0,1,1,-1,
780,-1,1,-1,1,-1,0,-1,1,1,
781,-1,1,-1,1,0,-1,1,1,-1,
782,-1,1,-1,-1,1,1,-1,0,1,
783,-1,1,-1,-1,0,1,-1,1,1,
784,-1,1,-1,0,-1,1,1,1,-1,
785,-1,1,-1,0,-1,1,-1,1,1,
786,-1,1,0,1,-1,1,1,-1,-1,
787,-1,1,0,1,-1,1,-1,1,-1,
788,-1,1,0,1,-1,1,0,0,-1,
789,-1,1,0,1,-1,-1,1,1,-1,
790,-1,1,0,1,-1,0,1,0,-1,
791,-1,1,0,1,-1,0,0,1,-1,
792,-1,1,0,-1,1,1,-1,-1,1,
793,-1,1,0,-1,1,1,-1,0,0,
794,-1,1,0,-1,1,0,-1,0,1,
795,-1,1,0,-1,-1,1,1,1,-1,
796,-1,1,0,-1,-1,1,-1,1,1,
797,-1,1,0,-1,0,1,-1,1,0,
798,-1,1,0,-1,0,1,-1,0,1,
799,-1,1,0,-1,0,0,-1,1,1,
800,-1,1,0,0,-1,1,1,0,-1,
801,-1,1,0,0,-1,1,0,1,-1,
802,-1,1,0,0,-1,0,1,1,-1,
803,-1,-1,1,1,-1,1,1,-1,0,
804,-1,-1,1,1,-1,1,1,0,-1,
805,-1,-1,1,1,-1,1,0,1,-1,
806,-1,-1,1,1,-1,0,1,1,-1,
807,-1,-1,1,1,-1,0,1,-1,1,
808,-1,-1,1,-1,1,1,-1,1,0,
809,-1,-1,1,-1,1,0,-1,1,1,
810,-1,-1,1,0,-1,1,1,1,-1,
811,-1,-1,-1,1,1,-1,1,1,0,
812,-1,-1,-1,1,1,-1,1,0,1,
813,-1,-1,-1,1,1,-1,0,1,1,
814,-1,-1,-1,1,1,0,1,1,-1,
815,-1,-1,-1,1,1,0,1,-1,1,
816,-1,-1,-1,1,1,0,1,0,0,
817,-1,-1,-1,1,1,0,-1,1,1,
818,-1,-1,-1,1,1,0,0,1,0,
819,-1,-1,-1,1,1,0,0,0,1,
820,-1,-1,-1,1,-1,1,1,1,0,
821,-1,-1,-1,1,-1,1,1,0,1,
822,-1,-1,-1,1,-1,1,0,1,1,
823,-1,-1,-1,1,0,1,1,1,-1,
824,-1,-1,-1,1,0,1,1,-1,1,
825,-1,-1,-1,1,0,1,1,0,0,
826,-1,-1,-1,1,0,1,-1,1,1,
827,-1,-1,-1,1,0,1,0,1,0,
828,-1,-1,-1,1,0,1,0,0,1,
829,-1,-1,-1,1,0,0,1,1,0,
830,-1,-1,-1,1,0,0,1,0,1,
831,-1,-1,-1,1,0,0,0,1,1,
832,-1,-1,-1,-1,1,1,1,1,0,
833,-1,-1,-1,-1,1,1,1,0,1,
834,-1,-1,-1,-1,1,1,0,1,1,
835,-1,-1,-1,0,1,1,1,1,-1,
836,-1,-1,-1,0,1,1,1,-1,1,
837,-1,-1,-1,0,1,1,1,0,0,
838,-1,-1,-1,0,1,1,-1,1,1,
839,-1,-1,-1,0,1,1,0,1,0,
840,-1,-1,-1,0,1,1,0,0,1,
841,-1,-1,-1,0,1,0,1,1,0,
842,-1,-1,-1,0,1,0,1,0,1,
843,-1,-1,-1,0,1,0,0,1,1,
844,-1,-1,-1,0,0,1,1,1,0,
845,-1,-1,-1,0,0,1,1,0,1,
846,-1,-1,-1,0,0,1,0,1,1,
847,-1,-1,0,1,-1,1,1,1,-1,
848,-1,-1,0,1,-1,1,1,-1,1,
849,-1,-1,0,-1,1,1,-1,1,1,
850,-1,0,1,1,-1,1,1,-1,-1,
851,-1,0,1,1,-1,1,-1,1,-1,
852,-1,0,1,1,-1,1,0,0,-1,
853,-1,0,1,1,-1,-1,1,1,-1,
854,-1,0,1,1,-1,0,1,0,-1,
855,-1,0,1,1,-1,0,0,1,-1,
856,-1,0,1,-1,1,1,-1,1,-1,
857,-1,0,1,-1,1,1,-1,0,0,
858,-1,0,1,-1,1,-1,-1,1,1,
859,-1,0,1,-1,1,0,-1,1,0,
860,-1,0,1,-1,1,0,-1,0,1,
861,-1,0,1,-1,-1,1,1,1,-1,
862,-1,0,1,-1,0,1,-1,1,0,
863,-1,0,1,-1,0,0,-1,1,1,
864,-1,0,1,0,-1,1,1,0,-1,
865,-1,0,1,0,-1,1,0,1,-1,
866,-1,0,1,0,-1,0,1,1,-1,
867,-1,0,-1,1,1,-1,1,1,-1,
868,-1,0,-1,1,-1,1,1,1,-1,
869,-1,0,-1,1,-1,1,-1,1,1,
870,-1,0,-1,-1,1,1,-1,1,1,
871,-1,0,0,1,-1,1,1,0,-1,
872,-1,0,0,1,-1,1,0,1,-1,
873,-1,0,0,1,-1,0,1,1,-1,
874,-1,0,0,-1,1,1,-1,1,0,
875,-1,0,0,-1,1,1,-1,0,1,
876,-1,0,0,-1,1,0,-1,1,1,
877,-1,0,0,-1,0,1,-1,1,1,
878,-1,0,0,0,-1,1,1,1,-1,
879,0,1,1,1,1,-1,-1,-1,-1,
880,0,1,1,1,-1,1,-1,-1,-1,
881,0,1,1,1,0,0,-1,-1,-1,
882,0,1,1,-1,1,1,-1,-1,-1,
883,0,1,1,-1,-1,-1,1,1,-1,
884,0,1,1,-1,-1,-1,1,-1,1,
885,0,1,1,-1,-1,-1,1,0,0,
886,0,1,1,-1,-1,-1,-1,1,1,
887,0,1,1,-1,-1,-1,0,1,0,
888,0,1,1,-1,-1,-1,0,0,1,
889,0,1,1,0,1,0,-1,-1,-1,
890,0,1,1,0,0,1,-1,-1,-1,
891,0,1,-1,1,1,-1,1,-1,-1,
892,0,1,-1,1,1,-1,0,0,-1,
893,0,1,-1,1,-1,1,-1,1,-1,
894,0,1,-1,1,-1,1,-1,-1,1,
895,0,1,-1,1,-1,1,-1,0,0,
896,0,1,-1,1,-1,-1,1,1,-1,
897,0,1,-1,1,-1,-1,-1,1,1,
898,0,1,-1,1,-1,0,-1,1,0,
899,0,1,-1,1,-1,0,-1,0,1,
900,0,1,-1,1,0,-1,1,0,-1,
901,0,1,-1,1,0,-1,0,1,-1,
902,0,1,-1,-1,-1,1,-1,1,1,
903,0,1,-1,0,1,-1,1,0,-1,
904,0,1,-1,0,-1,1,-1,1,0,
905,0,1,-1,0,-1,1,-1,0,1,
906,0,1,-1,0,-1,0,-1,1,1,
907,0,1,-1,0,0,-1,1,1,-1,
908,0,1,0,1,1,0,-1,-1,-1,
909,0,1,0,1,0,1,-1,-1,-1,
910,0,1,0,-1,-1,-1,1,1,0,
911,0,1,0,-1,-1,-1,1,0,1,
912,0,1,0,-1,-1,-1,0,1,1,
913,0,1,0,0,1,1,-1,-1,-1,
914,0,-1,1,1,-1,1,1,-1,-1,
915,0,-1,1,1,-1,1,0,-1,0,
916,0,-1,1,1,-1,-1,1,-1,1,
917,0,-1,1,1,-1,0,1,-1,0,
918,0,-1,1,1,-1,0,0,-1,1,
919,0,-1,1,0,-1,1,1,-1,0,
920,0,-1,1,0,-1,0,1,-1,1,
921,0,-1,-1,1,1,-1,1,1,-1,
922,0,-1,-1,1,-1,1,1,-1,1,
923,0,-1,-1,1,-1,1,-1,1,1,
924,0,-1,0,1,-1,1,1,-1,0,
925,0,-1,0,1,-1,1,0,-1,1,
926,0,-1,0,1,-1,0,1,-1,1,
927,0,-1,0,0,-1,1,1,-1,1,
928,0,0,1,1,1,0,-1,-1,-1,
929,0,0,1,1,0,1,-1,-1,-1,
930,0,0,1,-1,-1,-1,1,1,0,
931,0,0,1,-1,-1,-1,1,0,1,
932,0,0,1,-1,-1,-1,0,1,1,
933,0,0,1,0,1,1,-1,-1,-1,
934,0,0,-1,1,1,-1,1,0,-1,
935,0,0,-1,1,1,-1,0,1,-1,
936,0,0,-1,1,-1,1,-1,1,0,
937,0,0,-1,1,-1,1,-1,0,1,
938,0,0,-1,1,-1,0,-1,1,1,
939,0,0,-1,1,0,-1,1,1,-1,
940,0,0,-1,0,1,-1,1,1,-1,
941,0,0,-1,0,-1,1,-1,1,1,
942,1,1,-1,-1,1,1,1,-1,-1,
943,1,1,-1,-1,-1,1,1,1,-1,
944,1,1,-1,-1,-1,1,1,-1,1,
945,1,-1,1,1,1,-1,-1,1,-1,
946,1,-1,1,1,-1,1,-1,1,-1,
947,1,-1,1,1,-1,-1,-1,1,1,
948,1,-1,1,-1,1,1,-1,1,-1,
949,1,-1,1,-1,-1,1,1,1,-1,
950,1,-1,-1,-1,1,1,1,1,-1,
951,-1,1,1,1,1,-1,-1,-1,1,
952,-1,1,1,1,-1,-1,1,-1,1,
953,-1,1,1,1,-1,-1,-1,1,1,
954,-1,1,-1,1,1,-1,1,-1,1,
955,-1,1,-1,1,-1,1,1,-1,1,
956,-1,1,-1,-1,1,1,1,-1,1,
957,-1,-1,1,1,1,-1,-1,1,1,
